gene_id	control_1	control_2	treatment_1	treatment_2
Glyma.12G169332.Wm82.a4.v1	0	0	0	0
Glyma.12G169400.Wm82.a4.v1	33	3	6	2
Glyma.12G169500.Wm82.a4.v1	283	318	28	84
Glyma.12G169600.Wm82.a4.v1	361	421	23	89
Glyma.12G169700.Wm82.a4.v1	2075	1870	863	1743
Glyma.12G169800.Wm82.a4.v1	467	772	217	400
Glyma.12G169900.Wm82.a4.v1	19	15	12	29
Glyma.12G170000.Wm82.a4.v1	112	129	39	106
Glyma.12G170100.Wm82.a4.v1	586	771	559	1112
Glyma.12G170300.Wm82.a4.v1	323	265	169	379
Glyma.12G170400.Wm82.a4.v1	52	12	22	36
Glyma.12G170500.Wm82.a4.v1	122	145	52	141
Glyma.12G170600.Wm82.a4.v1	15	14	7	8
Glyma.12G170700.Wm82.a4.v1	37	73	9	6
Glyma.12G170800.Wm82.a4.v1	3	0	0	3
Glyma.12G170900.Wm82.a4.v1	357	303	169	269
Glyma.12G171000.Wm82.a4.v1	180	321	120	224
Glyma.12G171100.Wm82.a4.v1	0	0	0	0
Glyma.12G171166.Wm82.a4.v1	0	0	0	1
Glyma.12G171232.Wm82.a4.v1	0	1	0	0
Glyma.12G171300.Wm82.a4.v1	0	30	5	7
Glyma.12G171400.Wm82.a4.v1	551	584	253	470
Glyma.12G171500.Wm82.a4.v1	0	0	0	0
Glyma.12G171600.Wm82.a4.v1	0	0	0	0
Glyma.12G171700.Wm82.a4.v1	50	13	3	19
Glyma.12G171800.Wm82.a4.v1	0	0	0	3
Glyma.12G171900.Wm82.a4.v1	14	59	32	34
Glyma.12G172100.Wm82.a4.v1	82	221	133	210
Glyma.12G172150.Wm82.a4.v1	0	0	0	1
Glyma.12G172200.Wm82.a4.v1	357	391	146	275
Glyma.12G172250.Wm82.a4.v1	0	0	0	0
Glyma.12G172300.Wm82.a4.v1	110	76	28	62
Glyma.12G172500.Wm82.a4.v1	1407	1247	186	1018
Glyma.12G172600.Wm82.a4.v1	278	259	70	122
Glyma.12G172700.Wm82.a4.v1	0	14	0	3
Glyma.12G172800.Wm82.a4.v1	1370	1500	877	1225
Glyma.12G172900.Wm82.a4.v1	37	18	29	27
Glyma.12G173000.Wm82.a4.v1	0	0	0	0
Glyma.12G173100.Wm82.a4.v1	0	0	10	5
Glyma.12G173200.Wm82.a4.v1	646	993	1557	2429
Glyma.12G173300.Wm82.a4.v1	0	0	37	7
Glyma.12G173351.Wm82.a4.v1	0	0	0	0
Glyma.12G173400.Wm82.a4.v1	0	0	0	0
Glyma.12G173500.Wm82.a4.v1	773	540	973	2007
Glyma.12G173600.Wm82.a4.v1	426	428	219	373
Glyma.12G173700.Wm82.a4.v1	80	53	3	34
Glyma.12G173800.Wm82.a4.v1	3507	3726	648	2497
Glyma.12G174000.Wm82.a4.v1	627	603	259	645
Glyma.12G174100.Wm82.a4.v1	103	111	31	114
Glyma.12G174200.Wm82.a4.v1	644	547	161	384
Glyma.12G174300.Wm82.a4.v1	29	26	3	8
Glyma.12G174400.Wm82.a4.v1	624	602	237	529
Glyma.12G174700.Wm82.a4.v1	907	1030	401	907
Glyma.12G174800.Wm82.a4.v1	328	321	100	212
Glyma.12G174900.Wm82.a4.v1	27	6	3	0
Glyma.12G175000.Wm82.a4.v1	23	81	39	63
Glyma.12G175100.Wm82.a4.v1	0	0	0	0
Glyma.12G175200.Wm82.a4.v1	0	0	0	4
Glyma.12G175300.Wm82.a4.v1	56	73	24	73
Glyma.12G175351.Wm82.a4.v1	126	102	234	342
Glyma.12G175400.Wm82.a4.v1	150	142	71	107
Glyma.12G175800.Wm82.a4.v1	0	19	6	24
Glyma.12G175901.Wm82.a4.v1	0	0	0	0
Glyma.12G176000.Wm82.a4.v1	0	0	0	0
Glyma.12G176100.Wm82.a4.v1	0	0	0	0
Glyma.12G176200.Wm82.a4.v1	0	0	0	0
Glyma.12G176300.Wm82.a4.v1	0	0	0	0
Glyma.12G176400.Wm82.a4.v1	123	179	62	103
Glyma.12G176450.Wm82.a4.v1	2	1	7	2
Glyma.12G176500.Wm82.a4.v1	67	60	78	104
Glyma.12G176700.Wm82.a4.v1	0	0	0	0
Glyma.12G176900.Wm82.a4.v1	0	0	0	0
Glyma.12G177000.Wm82.a4.v1	0	0	0	0
Glyma.12G177100.Wm82.a4.v1	1088	889	563	1297
Glyma.12G177200.Wm82.a4.v1	168	154	73	141
Glyma.12G177300.Wm82.a4.v1	230	149	70	186
Glyma.12G177400.Wm82.a4.v1	0	0	0	0
Glyma.12G177500.Wm82.a4.v1	533	445	258	638
Glyma.12G177600.Wm82.a4.v1	7	0	0	0
Glyma.12G177625.Wm82.a4.v1	0	0	0	0
Glyma.12G177650.Wm82.a4.v1	0	0	0	0
Glyma.12G177675.Wm82.a4.v1	2	0	0	0
Glyma.12G177700.Wm82.a4.v1	0	0	31	8
Glyma.12G177802.Wm82.a4.v1	29	46	7	12
Glyma.12G177900.Wm82.a4.v1	1017	1660	486	918
Glyma.12G177950.Wm82.a4.v1	0	0	0	0
Glyma.12G178000.Wm82.a4.v1	151	85	12	222
Glyma.12G178100.Wm82.a4.v1	314	222	89	248
Glyma.12G178200.Wm82.a4.v1	1076	714	212	382
Glyma.12G178300.Wm82.a4.v1	99	144	43	95
Glyma.12G178500.Wm82.a4.v1	0	0	0	0
Glyma.12G178600.Wm82.a4.v1	127	97	47	90
Glyma.12G178700.Wm82.a4.v1	7	1	9	22
Glyma.12G178800.Wm82.a4.v1	91	110	30	47
Glyma.12G178900.Wm82.a4.v1	36	58	11	34
Glyma.12G179000.Wm82.a4.v1	0	0	0	4
Glyma.12G179050.Wm82.a4.v1	0	0	0	0
Glyma.12G179100.Wm82.a4.v1	175	121	16	54
Glyma.12G179200.Wm82.a4.v1	409	489	163	387
Glyma.12G179300.Wm82.a4.v1	350	395	154	335
Glyma.12G179450.Wm82.a4.v1	0	0	0	0
Glyma.12G179600.Wm82.a4.v1	121	152	203	327
Glyma.12G179650.Wm82.a4.v1	0	0	0	1
Glyma.12G179700.Wm82.a4.v1	0	0	0	0
Glyma.12G179800.Wm82.a4.v1	176	211	470	685
Glyma.12G179900.Wm82.a4.v1	113	86	89	159
Glyma.12G180000.Wm82.a4.v1	130	105	53	95
Glyma.12G180067.Wm82.a4.v1	8	0	0	9
Glyma.12G180133.Wm82.a4.v1	5	4	8	5
Glyma.12G180200.Wm82.a4.v1	0	0	1	2
Glyma.12G180300.Wm82.a4.v1	3644	2649	881	2431
Glyma.12G180400.Wm82.a4.v1	292	394	95	256
Glyma.12G180500.Wm82.a4.v1	195	217	84	178
Glyma.12G180600.Wm82.a4.v1	931	1047	687	1309
Glyma.12G180700.Wm82.a4.v1	144	149	154	353
Glyma.12G180800.Wm82.a4.v1	47	131	68	123
Glyma.12G180900.Wm82.a4.v1	0	0	0	0
Glyma.12G181000.Wm82.a4.v1	0	0	0	1
Glyma.12G181100.Wm82.a4.v1	0	0	0	0
Glyma.12G181300.Wm82.a4.v1	617	600	233	572
Glyma.12G181400.Wm82.a4.v1	1949	1702	523	1064
Glyma.12G181500.Wm82.a4.v1	960	753	346	1104
Glyma.12G181600.Wm82.a4.v1	443	489	122	393
Glyma.12G181700.Wm82.a4.v1	138	110	80	108
Glyma.12G181800.Wm82.a4.v1	841	1236	1810	3004
Glyma.12G181900.Wm82.a4.v1	267	357	88	277
Glyma.12G181950.Wm82.a4.v1	0	0	0	0
Glyma.12G182000.Wm82.a4.v1	472	419	228	335
Glyma.12G182100.Wm82.a4.v1	76	80	28	36
Glyma.12G182200.Wm82.a4.v1	0	9	0	0
Glyma.12G182300.Wm82.a4.v1	3349	1665	463	456
Glyma.12G182400.Wm82.a4.v1	0	0	0	2
Glyma.12G182500.Wm82.a4.v1	0	0	2	0
Glyma.12G182600.Wm82.a4.v1	81	140	93	146
Glyma.12G182700.Wm82.a4.v1	499	322	193	387
Glyma.12G182800.Wm82.a4.v1	2451	2009	1030	1771
Glyma.12G183000.Wm82.a4.v1	84	71	30	54
Glyma.12G183100.Wm82.a4.v1	205	198	48	130
Glyma.12G183200.Wm82.a4.v1	122	166	79	92
Glyma.12G183300.Wm82.a4.v1	0	0	0	0
Glyma.12G183400.Wm82.a4.v1	22	55	6	26
Glyma.12G183500.Wm82.a4.v1	190	190	64	186
Glyma.12G183600.Wm82.a4.v1	0	0	12	8
Glyma.12G183700.Wm82.a4.v1	1152	1190	621	1456
Glyma.12G183800.Wm82.a4.v1	1511	1676	1238	1553
Glyma.12G183900.Wm82.a4.v1	37	37	4	10
Glyma.12G184000.Wm82.a4.v1	0	0	0	0
Glyma.12G184200.Wm82.a4.v1	44	6	5	7
Glyma.12G184300.Wm82.a4.v1	79	69	2	40
Glyma.12G184366.Wm82.a4.v1	0	0	0	0
Glyma.12G184432.Wm82.a4.v1	0	4	0	0
Glyma.12G184500.Wm82.a4.v1	88	34	66	190
Glyma.12G184600.Wm82.a4.v1	98	110	62	145
Glyma.12G184700.Wm82.a4.v1	38	119	35	61
Glyma.12G184800.Wm82.a4.v1	0	0	9	0
Glyma.12G184900.Wm82.a4.v1	2922	2306	970	2018
Glyma.12G185000.Wm82.a4.v1	0	0	0	4
Glyma.12G185200.Wm82.a4.v1	53	47	66	175
Glyma.12G185300.Wm82.a4.v1	0	0	0	0
Glyma.12G185400.Wm82.a4.v1	82	112	292	351
Glyma.12G185500.Wm82.a4.v1	336	284	92	226
Glyma.12G185600.Wm82.a4.v1	0	0	0	0
Glyma.12G185700.Wm82.a4.v1	80	77	34	90
Glyma.12G185800.Wm82.a4.v1	0	0	0	1
Glyma.12G185900.Wm82.a4.v1	72	110	44	95
Glyma.12G186000.Wm82.a4.v1	12	6	11	26
Glyma.12G186200.Wm82.a4.v1	0	0	3	7
Glyma.12G186300.Wm82.a4.v1	0	0	0	0
Glyma.12G186400.Wm82.a4.v1	166	205	142	210
Glyma.12G186500.Wm82.a4.v1	0	0	0	11
Glyma.12G186600.Wm82.a4.v1	378	369	162	359
Glyma.12G186650.Wm82.a4.v1	0	0	0	0
Glyma.12G186700.Wm82.a4.v1	182	202	76	186
Glyma.12G186800.Wm82.a4.v1	44	54	60	136
Glyma.12G186851.Wm82.a4.v1	0	0	2	2
Glyma.12G186902.Wm82.a4.v1	0	13	1	0
Glyma.12G186952.Wm82.a4.v1	262	252	141	196
Glyma.12G187000.Wm82.a4.v1	61	85	142	177
Glyma.12G187100.Wm82.a4.v1	0	0	0	0
Glyma.12G187200.Wm82.a4.v1	0	0	0	2
Glyma.12G187300.Wm82.a4.v1	0	0	0	0
Glyma.12G187400.Wm82.a4.v1	192	166	187	188
Glyma.12G187500.Wm82.a4.v1	0	23	5	4
Glyma.12G187600.Wm82.a4.v1	967	1399	338	902
Glyma.12G187650.Wm82.a4.v1	0	1	0	0
Glyma.12G187700.Wm82.a4.v1	565	738	230	532
Glyma.12G187800.Wm82.a4.v1	0	0	0	0
Glyma.12G188001.Wm82.a4.v1	6	0	0	7
Glyma.12G188100.Wm82.a4.v1	140	55	16	52
Glyma.12G188150.Wm82.a4.v1	5	0	0	0
Glyma.12G188200.Wm82.a4.v1	857	876	312	694
Glyma.12G188300.Wm82.a4.v1	83	238	116	227
Glyma.12G188400.Wm82.a4.v1	0	0	0	0
Glyma.12G188500.Wm82.a4.v1	0	0	0	0
Glyma.12G188600.Wm82.a4.v1	338	376	85	202
Glyma.12G188700.Wm82.a4.v1	0	0	0	0
Glyma.12G188800.Wm82.a4.v1	459	625	154	514
Glyma.12G188900.Wm82.a4.v1	22	28	244	482
Glyma.12G189000.Wm82.a4.v1	0	22	81	189
Glyma.12G189100.Wm82.a4.v1	5	33	13	20
Glyma.12G189300.Wm82.a4.v1	40	37	3	25
Glyma.12G189400.Wm82.a4.v1	311	254	110	201
Glyma.12G189500.Wm82.a4.v1	402	445	145	499
Glyma.12G189600.Wm82.a4.v1	82	198	204	291
Glyma.12G189633.Wm82.a4.v1	44	88	15	23
Glyma.12G189666.Wm82.a4.v1	0	0	0	3
Glyma.12G189700.Wm82.a4.v1	37	102	35	54
Glyma.12G189800.Wm82.a4.v1	624	652	270	606
Glyma.12G189900.Wm82.a4.v1	381	473	234	468
Glyma.12G190100.Wm82.a4.v1	1204	975	738	1410
Glyma.12G190200.Wm82.a4.v1	120	127	52	153
Glyma.12G190300.Wm82.a4.v1	0	0	0	0
Glyma.12G190400.Wm82.a4.v1	397	423	113	269
Glyma.12G190500.Wm82.a4.v1	59	49	6	14
Glyma.12G190600.Wm82.a4.v1	1	0	6	0
Glyma.12G190700.Wm82.a4.v1	215	303	47	139
Glyma.12G190800.Wm82.a4.v1	917	1420	731	1329
Glyma.12G190900.Wm82.a4.v1	0	0	0	0
Glyma.12G191000.Wm82.a4.v1	202	69	28	55
Glyma.12G191050.Wm82.a4.v1	0	0	0	0
Glyma.12G191100.Wm82.a4.v1	215	344	100	190
Glyma.12G191200.Wm82.a4.v1	272	183	76	182
Glyma.12G191300.Wm82.a4.v1	54	66	35	25
Glyma.12G191400.Wm82.a4.v1	38	85	6	21
Glyma.12G191500.Wm82.a4.v1	75	80	20	149
Glyma.12G191550.Wm82.a4.v1	0	0	0	0
Glyma.12G191600.Wm82.a4.v1	128	190	108	171
Glyma.12G191650.Wm82.a4.v1	0	0	0	0
Glyma.12G191700.Wm82.a4.v1	45	54	18	15
Glyma.12G191800.Wm82.a4.v1	195	161	107	176
Glyma.12G191900.Wm82.a4.v1	7	20	12	10
Glyma.12G192000.Wm82.a4.v1	485	302	138	340
Glyma.12G192100.Wm82.a4.v1	151	83	43	131
Glyma.12G192200.Wm82.a4.v1	3194	2736	1409	2486
Glyma.12G192300.Wm82.a4.v1	0	0	4	0
Glyma.12G192350.Wm82.a4.v1	0	0	0	0
Glyma.12G192401.Wm82.a4.v1	0	0	0	0
Glyma.12G192451.Wm82.a4.v1	0	0	0	2
Glyma.12G192500.Wm82.a4.v1	37	11	8	44
Glyma.12G192600.Wm82.a4.v1	62	93	44	72
Glyma.12G192700.Wm82.a4.v1	451	565	349	571
Glyma.12G192800.Wm82.a4.v1	335	348	126	134
Glyma.12G192900.Wm82.a4.v1	853	761	400	900
Glyma.12G193000.Wm82.a4.v1	122	127	64	176
Glyma.12G193100.Wm82.a4.v1	0	3	0	9
Glyma.12G193300.Wm82.a4.v1	0	2	0	0
Glyma.12G193400.Wm82.a4.v1	0	0	10	12
Glyma.12G193450.Wm82.a4.v1	0	0	3	2
Glyma.12G193500.Wm82.a4.v1	951	727	231	596
Glyma.12G193600.Wm82.a4.v1	210	207	153	278
Glyma.12G193700.Wm82.a4.v1	109	102	39	69
Glyma.12G193800.Wm82.a4.v1	1399	1567	1482	2406
Glyma.12G193900.Wm82.a4.v1	0	0	0	0
Glyma.12G194000.Wm82.a4.v1	1336	1485	1309	2755
Glyma.12G194100.Wm82.a4.v1	272	261	113	338
Glyma.12G194200.Wm82.a4.v1	259	136	157	184
Glyma.12G194300.Wm82.a4.v1	359	270	86	234
Glyma.12G194400.Wm82.a4.v1	0	12	14	38
Glyma.12G194500.Wm82.a4.v1	417	463	205	333
Glyma.12G194600.Wm82.a4.v1	0	0	1	13
Glyma.12G194700.Wm82.a4.v1	0	0	0	0
Glyma.12G194800.Wm82.a4.v1	473	471	154	412
Glyma.12G194900.Wm82.a4.v1	15	24	7	30
Glyma.12G195000.Wm82.a4.v1	0	10	10	27
Glyma.12G195200.Wm82.a4.v1	186	83	30	67
Glyma.12G195300.Wm82.a4.v1	27	25	4	30
Glyma.12G195500.Wm82.a4.v1	3435	3220	798	2839
Glyma.12G195600.Wm82.a4.v1	315	498	116	421
Glyma.12G195700.Wm82.a4.v1	184	291	86	144
Glyma.12G195800.Wm82.a4.v1	1287	977	592	984
Glyma.12G195900.Wm82.a4.v1	115	221	92	100
Glyma.12G196001.Wm82.a4.v1	41	54	32	81
Glyma.12G196100.Wm82.a4.v1	7	0	3	2
Glyma.12G196200.Wm82.a4.v1	53	37	8	29
Glyma.12G196500.Wm82.a4.v1	0	0	0	5
Glyma.12G196600.Wm82.a4.v1	0	0	2	10
Glyma.12G196700.Wm82.a4.v1	245	103	15	64
Glyma.12G196800.Wm82.a4.v1	480	828	453	856
Glyma.12G196833.Wm82.a4.v1	0	0	0	0
Glyma.12G196900.Wm82.a4.v1	0	0	0	4
Glyma.12G197000.Wm82.a4.v1	9	48	16	27
Glyma.12G197100.Wm82.a4.v1	71	120	34	48
Glyma.12G197200.Wm82.a4.v1	95	82	25	100
Glyma.12G197233.Wm82.a4.v1	0	0	0	0
Glyma.12G197300.Wm82.a4.v1	0	0	0	0
Glyma.12G197400.Wm82.a4.v1	16	46	822	1708
Glyma.12G197500.Wm82.a4.v1	65	83	351	446
Glyma.12G197600.Wm82.a4.v1	855	1115	88	296
Glyma.12G197700.Wm82.a4.v1	138	178	68	169
Glyma.12G197800.Wm82.a4.v1	0	0	0	0
Glyma.12G197900.Wm82.a4.v1	10	0	10	29
Glyma.12G198000.Wm82.a4.v1	25	90	69	164
Glyma.12G198100.Wm82.a4.v1	27	28	14	59
Glyma.12G198200.Wm82.a4.v1	0	0	0	0
Glyma.12G198400.Wm82.a4.v1	8	0	0	3
Glyma.12G198500.Wm82.a4.v1	783	612	264	489
Glyma.12G198600.Wm82.a4.v1	11	4	35	41
Glyma.12G198700.Wm82.a4.v1	0	0	9	0
Glyma.12G198800.Wm82.a4.v1	48	31	51	100
Glyma.12G198900.Wm82.a4.v1	0	0	0	0
Glyma.12G199000.Wm82.a4.v1	0	0	0	0
Glyma.12G199100.Wm82.a4.v1	0	0	0	0
Glyma.12G199200.Wm82.a4.v1	0	0	3	0
Glyma.12G199300.Wm82.a4.v1	24	2	1	0
Glyma.12G199400.Wm82.a4.v1	1048	791	144	436
Glyma.12G199500.Wm82.a4.v1	24	21	3	25
Glyma.12G199600.Wm82.a4.v1	10	4	1	4
Glyma.12G199700.Wm82.a4.v1	0	0	6	0
Glyma.12G199800.Wm82.a4.v1	0	0	2	28
Glyma.12G199900.Wm82.a4.v1	0	0	2	6
Glyma.12G200000.Wm82.a4.v1	0	0	21	18
Glyma.12G200100.Wm82.a4.v1	446	498	129	285
Glyma.12G200200.Wm82.a4.v1	53	0	4	8
Glyma.12G200300.Wm82.a4.v1	2	0	0	0
Glyma.12G200400.Wm82.a4.v1	185	76	92	169
Glyma.12G200450.Wm82.a4.v1	0	0	0	0
Glyma.12G200500.Wm82.a4.v1	210	127	86	230
Glyma.12G200600.Wm82.a4.v1	87	29	33	80
Glyma.12G200700.Wm82.a4.v1	0	0	0	0
Glyma.12G200800.Wm82.a4.v1	50	67	76	101
Glyma.12G200900.Wm82.a4.v1	161	236	70	114
Glyma.12G201000.Wm82.a4.v1	2176	2582	646	1241
Glyma.12G201100.Wm82.a4.v1	218	175	82	125
Glyma.12G201200.Wm82.a4.v1	6	39	13	17
Glyma.12G201400.Wm82.a4.v1	11	9	7	4
Glyma.12G201500.Wm82.a4.v1	300	197	64	242
Glyma.12G201700.Wm82.a4.v1	0	4	0	3
Glyma.12G201800.Wm82.a4.v1	0	8	0	3
Glyma.12G201900.Wm82.a4.v1	1677	1386	582	1329
Glyma.12G202000.Wm82.a4.v1	0	0	0	2
Glyma.12G202201.Wm82.a4.v1	429	539	166	240
Glyma.12G202400.Wm82.a4.v1	420	182	126	184
Glyma.12G202450.Wm82.a4.v1	0	0	0	0
Glyma.12G202500.Wm82.a4.v1	397	257	48	130
Glyma.12G202550.Wm82.a4.v1	1	0	0	6
Glyma.12G202600.Wm82.a4.v1	123	146	78	108
Glyma.12G202700.Wm82.a4.v1	0	0	2	0
Glyma.12G202800.Wm82.a4.v1	0	24	0	0
Glyma.12G203000.Wm82.a4.v1	63	112	31	48
Glyma.12G203100.Wm82.a4.v1	27	6	5	15
Glyma.12G203200.Wm82.a4.v1	13	4	5	26
Glyma.12G203300.Wm82.a4.v1	471	344	146	415
Glyma.12G203500.Wm82.a4.v1	8	0	0	0
Glyma.12G203600.Wm82.a4.v1	79	83	25	65
Glyma.12G203700.Wm82.a4.v1	170	220	78	173
Glyma.12G203751.Wm82.a4.v1	22	8	0	2
Glyma.12G203800.Wm82.a4.v1	158	92	53	77
Glyma.12G203900.Wm82.a4.v1	58	70	109	169
Glyma.12G203966.Wm82.a4.v1	7	20	3	3
Glyma.12G204032.Wm82.a4.v1	28	2	10	5
Glyma.12G204100.Wm82.a4.v1	64	25	67	66
Glyma.12G204200.Wm82.a4.v1	0	0	2	0
Glyma.12G204300.Wm82.a4.v1	54	159	158	248
Glyma.12G204400.Wm82.a4.v1	747	766	155	383
Glyma.12G204500.Wm82.a4.v1	63	31	28	59
Glyma.12G204600.Wm82.a4.v1	317	162	90	181
Glyma.12G204700.Wm82.a4.v1	63	111	40	88
Glyma.12G204800.Wm82.a4.v1	0	0	0	0
Glyma.12G204900.Wm82.a4.v1	26	0	2	0
Glyma.12G205000.Wm82.a4.v1	92	120	412	520
Glyma.12G205100.Wm82.a4.v1	0	0	0	2
Glyma.12G205200.Wm82.a4.v1	12	0	1	2
Glyma.12G205300.Wm82.a4.v1	312	476	161	318
Glyma.12G205400.Wm82.a4.v1	3085	2561	1109	2021
Glyma.12G205500.Wm82.a4.v1	75	96	19	32
Glyma.12G205600.Wm82.a4.v1	32	18	20	16
Glyma.12G205700.Wm82.a4.v1	21	14	42	27
Glyma.12G205800.Wm82.a4.v1	396	675	311	545
Glyma.12G205900.Wm82.a4.v1	21	46	33	90
Glyma.12G206000.Wm82.a4.v1	52	68	6	18
Glyma.12G206100.Wm82.a4.v1	0	0	0	0
Glyma.12G206200.Wm82.a4.v1	488	445	170	381
Glyma.12G206300.Wm82.a4.v1	199	172	47	179
Glyma.12G206400.Wm82.a4.v1	539	438	184	384
Glyma.12G206500.Wm82.a4.v1	1705	1591	270	692
Glyma.12G206600.Wm82.a4.v1	4	5	0	1
Glyma.12G206700.Wm82.a4.v1	42	13	112	157
Glyma.12G206800.Wm82.a4.v1	128	299	171	304
Glyma.12G206900.Wm82.a4.v1	182	289	91	307
Glyma.12G207000.Wm82.a4.v1	25	16	3	20
Glyma.12G207100.Wm82.a4.v1	8	0	0	1
Glyma.12G207200.Wm82.a4.v1	36	38	16	8
Glyma.12G207400.Wm82.a4.v1	11	24	48	73
Glyma.12G207500.Wm82.a4.v1	760	636	295	538
Glyma.12G207600.Wm82.a4.v1	2208	2563	304	1323
Glyma.12G207700.Wm82.a4.v1	433	330	254	499
Glyma.12G207800.Wm82.a4.v1	5	22	18	14
Glyma.12G207900.Wm82.a4.v1	714	605	252	450
Glyma.12G208000.Wm82.a4.v1	546	585	103	168
Glyma.12G208100.Wm82.a4.v1	89	96	51	77
Glyma.12G208200.Wm82.a4.v1	0	0	0	0
Glyma.12G208300.Wm82.a4.v1	0	0	0	0
Glyma.12G208400.Wm82.a4.v1	447	427	94	196
Glyma.12G208500.Wm82.a4.v1	219	271	49	93
Glyma.12G208600.Wm82.a4.v1	8	0	0	1
Glyma.12G208650.Wm82.a4.v1	0	0	0	0
Glyma.12G208700.Wm82.a4.v1	0	0	4	0
Glyma.12G208800.Wm82.a4.v1	8	28	9	17
Glyma.12G208850.Wm82.a4.v1	0	0	0	0
Glyma.12G208900.Wm82.a4.v1	0	0	0	0
Glyma.12G209000.Wm82.a4.v1	0	0	0	0
Glyma.12G209100.Wm82.a4.v1	156	161	52	203
Glyma.12G209200.Wm82.a4.v1	90	96	76	73
Glyma.12G209300.Wm82.a4.v1	152	168	199	394
Glyma.12G209400.Wm82.a4.v1	1	0	2	11
Glyma.12G209500.Wm82.a4.v1	18	34	20	9
Glyma.12G209600.Wm82.a4.v1	521	642	347	592
Glyma.12G209700.Wm82.a4.v1	174	239	116	227
Glyma.12G209800.Wm82.a4.v1	405	440	222	528
Glyma.12G209900.Wm82.a4.v1	54	67	22	47
Glyma.12G210000.Wm82.a4.v1	1911	2221	508	1165
Glyma.12G210100.Wm82.a4.v1	102	137	40	50
Glyma.12G210200.Wm82.a4.v1	0	0	0	1
Glyma.12G210300.Wm82.a4.v1	204	265	282	470
Glyma.12G210400.Wm82.a4.v1	3554	2812	1241	2623
Glyma.12G210500.Wm82.a4.v1	0	0	1	0
Glyma.12G210600.Wm82.a4.v1	355	534	145	232
Glyma.12G210700.Wm82.a4.v1	0	12	0	2
Glyma.12G210800.Wm82.a4.v1	101	82	40	133
Glyma.12G210850.Wm82.a4.v1	0	0	0	0
Glyma.12G210900.Wm82.a4.v1	143	146	47	183
Glyma.12G211000.Wm82.a4.v1	790	763	431	695
Glyma.12G211300.Wm82.a4.v1	16	18	6	7
Glyma.12G211400.Wm82.a4.v1	0	8	11	31
Glyma.12G211500.Wm82.a4.v1	0	0	0	0
Glyma.12G211600.Wm82.a4.v1	0	0	0	0
Glyma.12G211700.Wm82.a4.v1	39	161	47	121
Glyma.12G211800.Wm82.a4.v1	52	97	40	32
Glyma.12G211900.Wm82.a4.v1	0	0	7	5
Glyma.12G212000.Wm82.a4.v1	451	593	163	228
Glyma.12G212050.Wm82.a4.v1	0	0	0	0
Glyma.12G212100.Wm82.a4.v1	147	182	21	67
Glyma.12G212200.Wm82.a4.v1	30	47	12	32
Glyma.12G212300.Wm82.a4.v1	214	256	342	548
Glyma.12G212400.Wm82.a4.v1	414	488	285	609
Glyma.12G212500.Wm82.a4.v1	44	75	47	139
Glyma.12G212600.Wm82.a4.v1	0	0	1	7
Glyma.12G212702.Wm82.a4.v1	0	0	0	0
Glyma.12G212802.Wm82.a4.v1	0	0	0	0
Glyma.12G212900.Wm82.a4.v1	0	39	7	4
Glyma.12G213100.Wm82.a4.v1	0	3	1	7
Glyma.12G213200.Wm82.a4.v1	416	767	287	476
Glyma.12G213300.Wm82.a4.v1	375	411	185	361
Glyma.12G213400.Wm82.a4.v1	0	0	0	0
Glyma.12G213500.Wm82.a4.v1	311	378	122	348
Glyma.12G213600.Wm82.a4.v1	0	0	0	0
Glyma.12G213700.Wm82.a4.v1	0	10	0	0
Glyma.12G213800.Wm82.a4.v1	0	0	0	0
Glyma.12G213850.Wm82.a4.v1	0	0	0	0
Glyma.12G213900.Wm82.a4.v1	0	8	0	2
Glyma.12G214000.Wm82.a4.v1	0	0	0	0
Glyma.12G214100.Wm82.a4.v1	64	98	159	231
Glyma.12G214200.Wm82.a4.v1	194	306	87	174
Glyma.12G214300.Wm82.a4.v1	11	0	0	0
Glyma.12G214400.Wm82.a4.v1	0	0	3	1
Glyma.12G214500.Wm82.a4.v1	187	209	125	214
Glyma.12G214600.Wm82.a4.v1	118	224	128	197
Glyma.12G214700.Wm82.a4.v1	134	137	88	265
Glyma.12G214800.Wm82.a4.v1	110	111	6	19
Glyma.12G214900.Wm82.a4.v1	547	502	224	474
Glyma.12G215000.Wm82.a4.v1	4	0	2	9
Glyma.12G215100.Wm82.a4.v1	28	18	4	2
Glyma.12G215200.Wm82.a4.v1	190	243	83	133
Glyma.12G215300.Wm82.a4.v1	234	206	117	153
Glyma.12G215351.Wm82.a4.v1	0	0	5	4
Glyma.12G215400.Wm82.a4.v1	0	0	0	0
Glyma.12G215450.Wm82.a4.v1	0	0	0	0
Glyma.12G215500.Wm82.a4.v1	1076	1129	402	835
Glyma.12G215600.Wm82.a4.v1	0	0	0	0
Glyma.12G215700.Wm82.a4.v1	22	3	1	8
Glyma.12G215800.Wm82.a4.v1	207	87	67	213
Glyma.12G215900.Wm82.a4.v1	324	270	76	240
Glyma.12G216000.Wm82.a4.v1	267	249	149	398
Glyma.12G216100.Wm82.a4.v1	73	61	46	132
Glyma.12G216200.Wm82.a4.v1	0	0	0	0
Glyma.12G216300.Wm82.a4.v1	269	246	89	212
Glyma.12G216400.Wm82.a4.v1	6	0	2	13
Glyma.12G216500.Wm82.a4.v1	0	0	0	0
